Image,CD11c (Opal 520): Mean,CD11c (Opal 520): Mean_BPAT_threshold,CD11c (Opal 520): Mean_BPAT_class
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0683,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6338,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6183,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3292,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6179,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.746,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3809,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2865,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.845,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9252,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.1645,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.1429,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8704,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5143,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4707,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.3346,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8347,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9745,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0275,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5346,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0487,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8297,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7496,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4881,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2344,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0377,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6294,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9506,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0207,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6372,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7509,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8371,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",14.1533,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5213,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5006,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.417,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0682,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4774,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5772,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7726,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.826,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7226,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.9832,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5587,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8888,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1861,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4149,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2587,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9215,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3106,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8624,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8131,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5606,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8691,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.1237,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6021,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0597,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9482,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9253,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3981,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2939,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4208,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1186,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.623,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5907,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9262,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.97,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1813,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6799,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4726,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.332,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8495,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.6706,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9859,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9592,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.278,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8282,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.266,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6332,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0282,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1821,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2447,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.747,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0076,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.3312,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6591,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.6655,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2805,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3317,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9296,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6915,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9951,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0063,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7146,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8893,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7101,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7412,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6039,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5199,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1857,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5976,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7868,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9586,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1111,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",13.4991,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8059,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1547,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.511,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6485,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.9397,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9714,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7911,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5365,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7211,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8372,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2789,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8309,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0684,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7309,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3255,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4723,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0653,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9358,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2367,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.6096,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6942,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9995,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.725,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1433,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.2187,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7362,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5506,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7638,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6024,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0273,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8381,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5319,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5418,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.671,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.189,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5489,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0629,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3081,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8138,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8704,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8683,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9487,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.835,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",13.2626,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.006,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6449,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4912,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.1671,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9298,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5514,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.1122,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2558,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",12.4044,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6438,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7049,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7726,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7207,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1462,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0764,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0539,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4054,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6029,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.842,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.9159,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7314,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7696,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8549,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8631,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.104,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7711,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.1083,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.2106,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.257,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7589,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.9724,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8424,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7222,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6552,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0597,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3911,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2267,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9362,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.296,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.1476,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2814,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9303,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.1475,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2989,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4027,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.2843,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9182,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9803,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0401,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3672,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.2141,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.9046,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8344,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1055,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.69,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4289,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7832,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6309,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7196,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7617,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4699,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6842,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4555,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4267,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.9436,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2563,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7267,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.2761,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.929,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2481,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3272,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.562,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3727,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1244,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2609,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9203,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5278,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7259,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5311,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7425,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7062,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4667,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9816,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2349,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9639,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7226,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7713,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6485,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6924,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.104,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6776,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.967,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0277,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7745,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1092,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0376,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5469,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5145,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9177,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4303,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4655,6.703738588588589,negative
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.9992,6.703738588588589,positive
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.4872,6.703738588588589,positive
