Image,CD11c (Opal 520): Mean
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3841
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2046
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1602
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9046
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.945
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7997
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9401
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5704
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1944
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5404
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3454
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1543
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2658
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1852
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5738
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5772
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0838
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0342
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3167
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3916
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6036
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2995
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.991
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6916
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7014
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7379
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6968
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5107
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.991
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0887
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4888
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1565
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7478
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8812
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4344
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3811
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2104
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4363
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5575
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2916
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.205
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1137
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2392
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0399
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.044
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4995
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0442
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3225
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7346
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2697
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.946
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8157
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8123
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3198
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0996
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2491
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1214
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5284
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4569
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5544
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3824
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5854
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4036
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3598
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3578
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9598
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5025
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6184
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1452
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4416
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2748
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1293
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4233
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1651
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5164
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9812
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8927
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3254
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.441
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8328
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0345
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1665
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5449
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9121
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2313
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1183
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8874
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1564
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2987
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5781
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0701
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1202
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8444
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4632
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5273
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2282
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5358
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5305
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.772
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1231
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3812
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5227
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2674
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2281
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4787
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2093
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2646
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1707
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2015
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1508
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.415
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7044
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.787
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7852
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1286
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2048
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2896
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6494
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4901
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2489
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1974
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9513
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1173
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1906
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0943
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8071
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2359
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3138
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2222
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6103
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0552
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8968
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5597
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3801
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0884
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.067
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6094
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0306
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6176
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9795
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5397
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9057
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8667
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1636
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8458
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8502
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.721
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8822
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1873
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.7516
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3584
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8047
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2299
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0962
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5192
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8235
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3232
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7652
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1898
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0082
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8689
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.355
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7665
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6672
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9119
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9565
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6152
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0666
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6727
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5514
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2368
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6861
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1045
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7213
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3095
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8258
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8314
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6741
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9008
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1129
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9524
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0149
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9267
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2174
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2933
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.274
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7419
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5986
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9872
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6523
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.3962
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3713
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3629
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.933
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5312
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7854
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6326
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2816
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1017
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9677
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.726
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6679
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.9058
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.236
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6532
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.5914
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7453
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4522
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8141
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4508
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.175
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0124
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8896
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3648
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5896
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.2858
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.5874
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.2866
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9908
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0301
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4853
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7213
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2337
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.6117
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1554
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0231
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6256
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8467
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9126
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4178
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7203
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9908
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.0698
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.5481
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9934
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.6098
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8176
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4466
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2243
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.197
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4471
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7036
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4126
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1155
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.623
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.1975
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2067
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4232
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5799
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9372
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.109
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8263
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3505
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.568
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7212
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.3946
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8128
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.137
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1141
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6045
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.341
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.1735
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.1597
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.485
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0262
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1146
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6152
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9147
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6502
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2766
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.8412
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.8358
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",13.7314
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4528
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.526
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.3856
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.7199
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.4531
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6223
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4533
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0541
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4262
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0214
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7033
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5012
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9235
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5198
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8148
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5593
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9652
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7049
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.917
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.813
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7803
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7299
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7998
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.3011
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.9548
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9071
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9106
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0997
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.6005
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.5065
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7791
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2814
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4483
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7753
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.079
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5959
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7372
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7491
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8744
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3553
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7554
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9816
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1107
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.933
