Image,CD11c (Opal 520): Mean
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7693
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4049
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3664
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.3937
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4237
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3806
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7771
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4258
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4029
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2139
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6319
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9859
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.357
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1865
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6701
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3514
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1608
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2713
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.796
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2718
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5783
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1073
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3818
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.0846
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9243
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3514
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.332
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3114
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.664
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4986
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3313
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8359
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.1069
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.3029
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8984
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8193
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.205
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.929
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5595
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6997
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.3085
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.8861
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3249
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2728
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6156
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8465
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9762
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8147
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2292
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2676
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.6133
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7999
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0927
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4901
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9269
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0805
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6517
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.269
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7366
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4023
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9476
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9684
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2996
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7785
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5855
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7679
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5042
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5229
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.9313
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2674
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9778
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2291
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3149
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5645
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2573
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",14.5054
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.7451
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2417
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3175
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8444
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7813
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.503
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.5586
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.9811
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6772
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6058
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2986
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.7083
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4615
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4917
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2999
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5545
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.731
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.46
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6243
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8497
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2906
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.1381
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5689
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.459
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.883
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7615
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1784
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0347
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3006
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6513
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.8378
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3539
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.558
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",7.1829
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3046
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.2905
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.9815
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.5326
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2465
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.6102
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2952
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7252
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.7875
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.516
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.5252
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5492
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.9358
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.3362
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.4131
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3288
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2364
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3976
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5404
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.189
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.6995
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4435
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9699
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.2161
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5735
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.4416
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.3913
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4421
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.1595
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.5245
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4156
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.688
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3593
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0116
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1916
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4647
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6126
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.5942
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6222
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.9949
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.3309
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6505
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9156
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4832
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.8353
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.903
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4061
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4038
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4562
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",10.0804
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",9.9288
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7919
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4951
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.8773
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1811
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4319
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0793
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",11.6688
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.2841
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7733
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.5825
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.7325
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.597
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5939
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",6.0802
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2734
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",8.0296
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0657
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.9718
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.0027
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1866
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.4601
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.1979
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.8578
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.167
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.231
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9581
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0833
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7143
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.577
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.0464
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6762
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8767
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.6167
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7779
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4423
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3862
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.1055
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0976
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2407
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2762
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3131
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",3.7081
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.4533
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.0442
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2067
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.2442
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.161
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6994
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.6581
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.898
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4586
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",5.0527
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1605
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0749
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",4.7724
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",2.2803
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2843
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1948
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5608
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5306
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.0918
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5283
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.5045
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.7894
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.4797
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.8075
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.3168
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.1863
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4985
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.9119
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",0.2893
"u967_ADULT_1_10.07.2019_[29126,17235]_component_data.tif - resolution #1",1.4892
